Sector,SubIndustry1,SubIndustry2,SubIndustry3,SubIndustry4,SubIndustry5,SubIndustry6,SubIndustry7,SubIndustry8,SubIndustry9,Metric,Segment1,Segment2,Segment3,Segment4,Report Name,Time Unit,From,To,Data Unit,Unit Description,Written Explanation,Region,Report Description,Report Link,Report Last Published,Price,Report Update Frequency,Publisher,Publisher Description,Report Quality,Completeness,Cataloger Notes,Catalog Group Source,Page
Technology,Cybersecurity,Network Security,Mobile Data Security,(MIAM) Mobile Identity & Access Management,Mobile Credentials,,,,,Sales,,,,,Mobile Credentials: Momentum is Building,year,1/1/15,12/31/20,Downloads,# of Downloads,2015-2020. Dataset contains world market for mobile credentials,Global,"Report contains world market for mobile credentials by end user industry, 2015-2020",https://technology.ihs.com/579753/mobile-credentials-momentum-is-building,6/14/16,0,irregular,IHS Markit,"IHS Markit is a leading global information, data, and research provider with particular focus in Industrials, Technology, Financial Services, Energy, and Life Sciences",3,3,,,
Technology,Cybersecurity,Network Security,Mobile Data Security,(MIAM) Mobile Identity & Access Management,Mobile Credentials,,,,,Sales,End-User,,,,"Mobile User Authentication Market by User Type, Vertical, and Region - Global Forecast and Analysis to 2020",year,1/1/13,12/31/20,Dollars ($),Revenue,"2013-2020. Dataset likely contains mobile user authentication revenue segmented by end-user (enterprises, SMES)",Global,Report contains mobile user authentication market forecast and analysis to 2020,https://www.marketsandmarkets.com/Market-Reports/mobile-user-authentication-market-119011330.html,10/31/15,5650,irregular,Markets and Markets,Markets and Markets is a provider of statistics across a broad set of industries,1,3,,,
Technology,Cybersecurity,Network Security,Mobile Data Security,(MIAM) Mobile Identity & Access Management,Mobile Credentials,,,,,Sales,End-User,Region,,,"Mobile User Authentication Market by User Type, Vertical, and Region - Global Forecast and Analysis to 2020",year,1/1/13,12/31/20,Dollars ($),Revenue,"2013-2020. Dataset likely contains mobile user authentication revenue segmented by end-user (enterprises, SMES) segmented y region",Global,Report contains mobile user authentication market forecast and analysis to 2020,https://www.marketsandmarkets.com/Market-Reports/mobile-user-authentication-market-119011330.html,10/31/15,5650,irregular,Markets and Markets,Markets and Markets is a provider of statistics across a broad set of industries,1,3,,,
Technology,Cybersecurity,Network Security,Mobile Data Security,(MIAM) Mobile Identity & Access Management,Mobile Credentials,,,,,Sales,Industry,,,,"Mobile User Authentication Market by User Type, Vertical, and Region - Global Forecast and Analysis to 2020",year,1/1/13,12/31/20,Dollars ($),Revenue,2013-2020. Dataset likely contains mobile user authentication revenue segmented by industry,Global,Report contains mobile user authentication market forecast and analysis to 2020,https://www.marketsandmarkets.com/Market-Reports/mobile-user-authentication-market-119011330.html,10/31/15,5650,irregular,Markets and Markets,Markets and Markets is a provider of statistics across a broad set of industries,1,3,,,
Technology,Cybersecurity,Network Security,Mobile Data Security,(MIAM) Mobile Identity & Access Management,Mobile Credentials,,,,,Sales,Region,,,,"Mobile User Authentication Market by User Type, Vertical, and Region - Global Forecast and Analysis to 2020",year,1/1/13,12/31/20,Dollars ($),Revenue,2013-2020. Dataset likely contains mobile user authentication revenue segmented by region,Global,Report contains mobile user authentication market forecast and analysis to 2020,https://www.marketsandmarkets.com/Market-Reports/mobile-user-authentication-market-119011330.html,10/31/15,5650,irregular,Markets and Markets,Markets and Markets is a provider of statistics across a broad set of industries,1,3,,,
Technology,Cybersecurity,Network Security,Mobile Data Security,(MIAM) Mobile Identity & Access Management,Mobile Credentials,,,,,Sales,Region,Industry,,,"Mobile User Authentication Market by User Type, Vertical, and Region - Global Forecast and Analysis to 2020",year,1/1/13,12/31/20,Dollars ($),Revenue,2013-2020. Dataset likely contains mobile user authentication revenue segmented by region segmented by industry,Global,Report contains mobile user authentication market forecast and analysis to 2020,https://www.marketsandmarkets.com/Market-Reports/mobile-user-authentication-market-119011330.html,10/31/15,5650,irregular,Markets and Markets,Markets and Markets is a provider of statistics across a broad set of industries,1,3,,,
Technology,Cybersecurity,Network Security,Mobile Data Security,(MSVM) Mobile Security & Vulnerability Management,,,,,,Sales,,,,,"Cybersecurity Primer - Moderation, But Still Growth for Years to Come",year,1/1/14,12/31/19,Dollars ($),Revenue,2014-2019. Dataset contains the Mobile Security and Vulnerability Management market size on page 105,Global,"This is a comprehensive cybersecurity overview that compares and aggregates IDC and Gartner report figures, 2014-2019",http://info.bayshorenetworks.com/hubfs/assets/press-releases/Cybersecurity-Primer-Moderation-But-Still-Growth-for-Years-to-Come_2017-01-18.pdf,1/28/17,0,irregular,Jefferies,Jefferies is a leading full service investment bank,3,3,,,105
Technology,Cybersecurity,Network Security,Mobile Data Security,(VPN) Virtual Private Network,,,,,,Price,,,,,Network Security & Data Center Appliance Annual Reports,year,1/1/98,12/31/23,Dollars ($),Average Selling Price,1998-2023. Dataset likely contains a forecast of VPN and SSL average selling price segmented by Virtual/Physical Appliance,Global,"Report is an annual publication forecasting Application Delivery Controllers, WAN Optimization Appliance, and Network Security Appliance 5 years forward",http://www.delloro.com/products-and-services/network-security-and-data-center-appliance/,2/28/19,-1,quarter,Dell'Oro Group,"Dell'Oro Group is a market research firm focused on telecommunications infrastructure, enterprise networks, and data center infrastructure",3,3,,,
Technology,Cybersecurity,Network Security,Mobile Data Security,(VPN) Virtual Private Network,,,,,,Price,Deployment Type,,,,Network Security & Data Center Appliance Annual Reports,year,1/1/98,12/31/23,Dollars ($),Average Selling Price,1998-2023. Dataset likely contains a forecast of VPN and SSL average selling price segmented by Virtual/Physical Appliance,Global,"Report is an annual publication forecasting Application Delivery Controllers, WAN Optimization Appliance, and Network Security Appliance 5 years forward",http://www.delloro.com/products-and-services/network-security-and-data-center-appliance/,2/28/19,-1,quarter,Dell'Oro Group,"Dell'Oro Group is a market research firm focused on telecommunications infrastructure, enterprise networks, and data center infrastructure",3,3,,,
Technology,Cybersecurity,Network Security,Mobile Data Security,(VPN) Virtual Private Network,,,,,,Price,Vendor,,,,Network Security & Data Center Appliance Quarterly Reports,quarter,1/1/18,12/31/19,Dollars ($),Average Selling Price,2018-2019. Dataset likely contains quarterly VPN and SSL average selling price by vendor,Global,"Report is a quarterly publication covering Application Delivery Controllers, WAN Optimization Appliance, and Network Security Appliance, 2018-2019",http://www.delloro.com/products-and-services/network-security-and-data-center-appliance,5/28/19,-1,quarter,Dell'Oro Group,"Dell'Oro Group is a market research firm focused on telecommunications infrastructure, enterprise networks, and data center infrastructure",3,3,,,
Technology,Cybersecurity,Network Security,Mobile Data Security,(VPN) Virtual Private Network,,,,,,Sales,,,,,"Data Center Security Products Biannual Worldwide and Regional Market Share, Size, and Forecasts: Excerpts",year,1/1/14,12/31/18,Dollars ($),VPN/Firewall Appliance Only Revenue,2014-2018. Dataset contains VPN/firewall appliance revenue from data center security on page 2,Global,"Report contains data center security industry forecast, 2014-2018",http://docs.media.bitpipe.com/io_12x/io_121227/item_1091023/Infonetics%20Data%20Center%20Security%20Products%20Report.pdf,1/16/15,0,irregular,Fortinet,"Fortinet a major provider of cybersecurity software, appliances, and services",2,2,,,2
Technology,Cybersecurity,Network Security,Mobile Data Security,(VPN) Virtual Private Network,,,,,,Sales,,,,,Ethernet Virtual Private Networks (EVPN) for Data Center Interconnect and other Applications,year,1/1/13,12/31/19,Dollars ($),Revenue,2013-2020. Dataset contains IP (VPN) virtual private network revenue segmented by IPSEC and MPLS VPN on page 6,Global,Report contains revenue forecast and data on (VPN) virtual private networks,https://docplayer.net/38653386-Tutorial-ethernet-virtual-private-networks-evpn-for-data-center-interconnect-and-other-applications-access-metro-backhaul-core-data-center.html,10/30/16,0,irregular,The Broadband Forum,The Broadband Forum is a non-profit industry organization whose mission is to focus on engineering smarter and faster broadband networks,2,3,,,6
Technology,Cybersecurity,Network Security,Mobile Data Security,(VPN) Virtual Private Network,,,,,,Sales,,,,,"Forecast: Information Security and Risk Management, Worldwide, 2017-2023, 2Q19 Update",year,1/1/17,12/31/23,Dollars ($),Equipment Only Revenue,2017-2023. Dataset likely contains VPN equipment/hardware revenue,Global,"Report contains Information Security and Risk Management, Worldwide forecast 2Q19 Update, 2017-2023",https://www.gartner.com/en/documents/3947424,7/15/19,6995,quarter,Gartner,"Gartner is a global research and advisory firm that provides insights, advice, and tools",3,2,,,
Technology,Cybersecurity,Network Security,Mobile Data Security,(VPN) Virtual Private Network,,,,,,Sales,,,,,Network Security Appliances & Software Market Tracker - Regional,year,1/1/16,12/31/21,Dollars ($),Revenue,2016-2021. Dataset likely contains (VPN) virtual private network revenue,Global,"This report contains network security appliances and software market tracker - regional, 2018",https://technology.ihs.com/597925/network-security-appliances-software-market-tracker-regional-q3-2018,12/10/18,-1,quarter,IHS Markit,"IHS Markit is a leading global information, data, and research provider with particular focus in Industrials, Technology, Financial Services, Energy, and Life Sciences",3,3,,,
Technology,Cybersecurity,Network Security,Mobile Data Security,(VPN) Virtual Private Network,,,,,,Sales,,,,,Size of the virtual private network (VPN) market worldwide by type in 2014 and 2019 (in billion U.S. dollars),year,1/1/14,12/31/19,Dollars ($),Revenue,2014-2019. Report has this data,Global,"Report contains size of the virtual private network (VPN) market worldwide by type, 2014-2019",https://www.statista.com/statistics/542797/worldwide-virtual-private-network-market-by-type/,10/31/15,588,irregular,Statista,Statista is an online statistics portal that aggregates and repackages market research data,2,3,,,
Technology,Cybersecurity,Network Security,Mobile Data Security,(VPN) Virtual Private Network,,,,,,Sales,,,,,Threat Mitigation Products Market Database - Regional,year,1/1/16,12/31/21,Dollars ($),Revenue,2016-2021. Dataset likely contains (VPN) virtual private network revenue,Global,"This report contains content security gateway appliances, software and (SaaS) software as a service market tracker, network security appliances and software market tracker, DDoS prevention appliances market tracker, 2018",https://technology.ihs.com/550587/threat-mitigation-products-market-database-regional,12/17/18,-1,quarter,IHS Markit,"IHS Markit is a leading global information, data, and research provider with particular focus in Industrials, Technology, Financial Services, Energy, and Life Sciences",3,3,,,
Technology,Cybersecurity,Network Security,Mobile Data Security,(VPN) Virtual Private Network,,,,,,Sales,,,,,"Worldwide Network Security Market Shares, 2017: Hybrid Cloud Drives UTM Growth in 2017",year,1/1/16,12/31/17,Dollars ($),Revenue,2016-2017. Dataset contains revenue for the VPN market by vendor,Global,"This report contains revenue for network security, firewall and UTM, intrusion detection and prevention, by vendor (2016-2017)",https://www.idc.com/research/viewtoc.jsp?containerId=US43491118,8/1/17,4500,annual,IDC,"IDC is a leading provider of market research and advisory services for the IT, telecom, and consumer markets",3,3,,,
Technology,Cybersecurity,Network Security,Mobile Data Security,(VPN) Virtual Private Network,,,,,,Sales,,,,,Worldwide Quarterly Security Appliance Tracker,quarter,1/1/14,12/31/23,Dollars ($),Appliance Only Revenue,"2014-2023. Dataset contains VPN revenue segmented by vendor, region, product segment, server tier, price band, and product brand/model",Global,"Report contains security appliance data that can be cut by segments including vendor, product, and geography, 2014-2023",https://www.idc.com/tracker/showproductinfo.jsp?prod_id=38,12/1/18,-1,quarter,IDC,"IDC is a leading provider of market research and advisory services for the IT, telecom, and consumer markets",3,2,,,
Technology,Cybersecurity,Network Security,Mobile Data Security,(VPN) Virtual Private Network,,,,,,Sales,,,,,Network Security & Data Center Appliance Annual Reports,year,1/1/98,12/31/23,Units,Unit Sales,1998-2023. Dataset likely contains a forecast of VPN and SSL unit sales segmented by Virtual/Physical Appliance,Global,"Report is an annual publication forecasting Application Delivery Controllers, WAN Optimization Appliance, and Network Security Appliance 5 years forward",http://www.delloro.com/products-and-services/network-security-and-data-center-appliance/,2/28/19,-1,quarter,Dell'Oro Group,"Dell'Oro Group is a market research firm focused on telecommunications infrastructure, enterprise networks, and data center infrastructure",3,3,,,
Technology,Cybersecurity,Network Security,Mobile Data Security,(VPN) Virtual Private Network,,,,,,Sales,,,,,Network Security & Data Center Appliance Quarterly Reports,quarter,1/1/18,12/31/19,Units,Unit Sales,2018-2019. Dataset likely contains quarterly VPN and SSL unit sales segmented by vendor,Global,"Report is a quarterly publication covering Application Delivery Controllers, WAN Optimization Appliance, and Network Security Appliance, 2018-2019",http://www.delloro.com/products-and-services/network-security-and-data-center-appliance,5/28/19,-1,quarter,Dell'Oro Group,"Dell'Oro Group is a market research firm focused on telecommunications infrastructure, enterprise networks, and data center infrastructure",3,3,,,
Technology,Cybersecurity,Network Security,Mobile Data Security,(VPN) Virtual Private Network,,,,,,Sales,Deployment Type,,,,Worldwide Semiannual Network Security Products Tracker,year,1/1/17,12/31/23,Dollars ($),Revenue,"2017-2022. Dataset likely contains the (VPN) Virtual Private Network market segmented by software/hardware, vendor, and region",Global,"Report is an excel tracker covering network security products, including software and hardware, updated semiannually",https://www.idc.com/getdoc.jsp?containerId=IDC_P38710,1/31/19,-1,semi-annual,IDC,"IDC is a leading provider of market research and advisory services for the IT, telecom, and consumer markets",3,3,,,
Technology,Cybersecurity,Network Security,Mobile Data Security,(VPN) Virtual Private Network,,,,,,Sales,Deployment Type,Region,,,Worldwide Semiannual Network Security Products Tracker,year,1/1/17,12/31/23,Dollars ($),Revenue,"2017-2022. Dataset likely contains the (VPN) Virtual Private Network market segmented by software/hardware, vendor, and region",Global,"Report is an excel tracker covering network security products, including software and hardware, updated semiannually",https://www.idc.com/getdoc.jsp?containerId=IDC_P38710,1/31/19,-1,semi-annual,IDC,"IDC is a leading provider of market research and advisory services for the IT, telecom, and consumer markets",3,3,,,
Technology,Cybersecurity,Network Security,Mobile Data Security,(VPN) Virtual Private Network,,,,,,Sales,Deployment Type,Vendor,,,Worldwide Semiannual Network Security Products Tracker,year,1/1/17,12/31/23,Dollars ($),Revenue,"2017-2022. Dataset likely contains the (VPN) Virtual Private Network market segmented by software/hardware, vendor, and region",Global,"Report is an excel tracker covering network security products, including software and hardware, updated semiannually",https://www.idc.com/getdoc.jsp?containerId=IDC_P38710,1/31/19,-1,semi-annual,IDC,"IDC is a leading provider of market research and advisory services for the IT, telecom, and consumer markets",3,3,,,
Technology,Cybersecurity,Network Security,Mobile Data Security,(VPN) Virtual Private Network,,,,,,Sales,Form Factor,,,,"Worldwide IT Security Products Market Shares, 2017: Security Vendors Expected to Buy the Groceries and Cook the Meal",quarter,1/1/16,12/31/17,Dollars ($),Products Only Revenue,2016-2017. Dataset likely contains VPN products segmented by from factor/ technology category,Global,This report contains revenue for worldwide IT security products (2017).,https://www.idc.com/getdoc.jsp?containerId=US44180618,8/1/18,4500,annual,IDC,"IDC is a leading provider of market research and advisory services for the IT, telecom, and consumer markets",3,2,,,
Technology,Cybersecurity,Network Security,Mobile Data Security,(VPN) Virtual Private Network,,,,,,Sales,Product Type,,,,Worldwide Quarterly Security Appliance Tracker,quarter,1/1/14,12/31/23,Dollars ($),Appliance Only Revenue,"2014-2023. Dataset contains VPN revenue segmented by vendor, region, product segment, server tier, price band, and product brand/model",Global,"Report contains security appliance data that can be cut by segments including vendor, product, and geography, 2014-2023",https://www.idc.com/tracker/showproductinfo.jsp?prod_id=38,12/1/18,-1,quarter,IDC,"IDC is a leading provider of market research and advisory services for the IT, telecom, and consumer markets",3,2,,,
Technology,Cybersecurity,Network Security,Mobile Data Security,(VPN) Virtual Private Network,,,,,,Sales,Product Type,,,,Worldwide Quarterly Security Appliance Tracker,quarter,1/1/14,12/31/23,Units,Appliance Only Unit Sales,"2014-2023. Dataset contains VPN unit sales segmented by vendor, region, product segment, server tier, price band, and product brand/model",Global,"Report contains security appliance data that can be cut by segments including vendor, product, and geography, 2014-2023",https://www.idc.com/tracker/showproductinfo.jsp?prod_id=38,12/1/18,-1,quarter,IDC,"IDC is a leading provider of market research and advisory services for the IT, telecom, and consumer markets",3,2,,,
Technology,Cybersecurity,Network Security,Mobile Data Security,(VPN) Virtual Private Network,,,,,,Sales,Region,,,,Central and Eastern Europe Security Solutions 2019-2023 Forecast,year,1/1/19,12/31/23,Dollars ($),Revenue for Central and Eastern Europe Only,2019-2023. Dataset likely contains Virtual Private Network revenue for Central and Eastern Europe.,Central and Eastern Europe,Report contains Central and Eastern Europe Security Solutions Forecast 2019-2023.,https://www.idc.com/getdoc.jsp?containerId=EUR144980819,7/30/19,4500,annual,IDC,"IDC is a leading provider of market research and advisory services for the IT, telecom, and consumer markets",3,3,,,
Technology,Cybersecurity,Network Security,Mobile Data Security,(VPN) Virtual Private Network,,,,,,Sales,Region,,,,Worldwide Quarterly Security Appliance Tracker,quarter,1/1/14,12/31/23,Units,Appliance Only Unit Sales,"2014-2023. Dataset contains VPN unit sales segmented by vendor, region, product segment, server tier, price band, and product brand/model",Global,"Report contains security appliance data that can be cut by segments including vendor, product, and geography, 2014-2023",https://www.idc.com/tracker/showproductinfo.jsp?prod_id=38,12/1/18,-1,quarter,IDC,"IDC is a leading provider of market research and advisory services for the IT, telecom, and consumer markets",3,2,,,
Technology,Cybersecurity,Network Security,Mobile Data Security,(VPN) Virtual Private Network,,,,,,Sales,Region,Deployment Type,,,Worldwide Semiannual Network Security Products Tracker,year,1/1/17,12/31/23,Dollars ($),Revenue,"2017-2022. Dataset likely contains the (VPN) Virtual Private Network market segmented by software/hardware, vendor, and region",Global,"Report is an excel tracker covering network security products, including software and hardware, updated semiannually",https://www.idc.com/getdoc.jsp?containerId=IDC_P38710,1/31/19,-1,semi-annual,IDC,"IDC is a leading provider of market research and advisory services for the IT, telecom, and consumer markets",3,3,,,
Technology,Cybersecurity,Network Security,Mobile Data Security,(VPN) Virtual Private Network,,,,,,Sales,Region,Server Tier,,,Worldwide Quarterly Security Appliance Tracker,quarter,1/1/14,12/31/23,Dollars ($),Appliance Only Revenue,"2014-2023. Dataset contains VPN revenue segmented by vendor, region, product segment, server tier, price band, and product brand/model",Global,"Report contains security appliance data that can be cut by segments including vendor, product, and geography, 2014-2023",https://www.idc.com/tracker/showproductinfo.jsp?prod_id=38,12/1/18,-1,quarter,IDC,"IDC is a leading provider of market research and advisory services for the IT, telecom, and consumer markets",3,2,,,
Technology,Cybersecurity,Network Security,Mobile Data Security,(VPN) Virtual Private Network,,,,,,Sales,Region,Server Tier,,,Worldwide Quarterly Security Appliance Tracker,quarter,1/1/14,12/31/23,Units,Appliance Only Unit Sales,"2014-2023. Dataset contains VPN unit sales segmented by vendor, region, product segment, server tier, price band, and product brand/model",Global,"Report contains security appliance data that can be cut by segments including vendor, product, and geography, 2014-2023",https://www.idc.com/tracker/showproductinfo.jsp?prod_id=38,12/1/18,-1,quarter,IDC,"IDC is a leading provider of market research and advisory services for the IT, telecom, and consumer markets",3,2,,,
Technology,Cybersecurity,Network Security,Mobile Data Security,(VPN) Virtual Private Network,,,,,,Sales,Region,Type of Appliance,,,Central and Eastern Europe Security Solutions 2019-2023 Forecast,year,1/1/19,12/31/23,Dollars ($),Revenue for Central and Eastern Europe Only,2019-2023. Dataset likely contains Virtual Private Network revenue for Central and Eastern Europe by type of appliance.,Central and Eastern Europe,Report contains Central and Eastern Europe Security Solutions Forecast 2019-2023.,https://www.idc.com/getdoc.jsp?containerId=EUR144980819,7/30/19,4500,annual,IDC,"IDC is a leading provider of market research and advisory services for the IT, telecom, and consumer markets",3,3,,,
Technology,Cybersecurity,Network Security,Mobile Data Security,(VPN) Virtual Private Network,,,,,,Sales,Region,Vendor,,,Worldwide Quarterly Security Appliance Tracker,quarter,1/1/14,12/31/23,Dollars ($),Appliance Only Revenue,"2014-2023. Dataset contains VPN revenue segmented by vendor, region, product segment, server tier, price band, and product brand/model",Global,"Report contains security appliance data that can be cut by segments including vendor, product, and geography, 2014-2023",https://www.idc.com/tracker/showproductinfo.jsp?prod_id=38,12/1/18,-1,quarter,IDC,"IDC is a leading provider of market research and advisory services for the IT, telecom, and consumer markets",3,2,,,
Technology,Cybersecurity,Network Security,Mobile Data Security,(VPN) Virtual Private Network,,,,,,Sales,Region,Vendor,,,Worldwide Quarterly Security Appliance Tracker,quarter,1/1/14,12/31/23,Units,Appliance Only Unit Sales,"2014-2023. Dataset contains VPN unit sales segmented by vendor, region, product segment, server tier, price band, and product brand/model",Global,"Report contains security appliance data that can be cut by segments including vendor, product, and geography, 2014-2023",https://www.idc.com/tracker/showproductinfo.jsp?prod_id=38,12/1/18,-1,quarter,IDC,"IDC is a leading provider of market research and advisory services for the IT, telecom, and consumer markets",3,2,,,
Technology,Cybersecurity,Network Security,Mobile Data Security,(VPN) Virtual Private Network,,,,,,Sales,Server Tier,,,,Worldwide Quarterly Security Appliance Tracker,quarter,1/1/14,12/31/23,Dollars ($),Appliance Only Revenue,"2014-2023. Dataset contains VPN revenue segmented by vendor, region, product segment, server tier, price band, and product brand/model",Global,"Report contains security appliance data that can be cut by segments including vendor, product, and geography, 2014-2023",https://www.idc.com/tracker/showproductinfo.jsp?prod_id=38,12/1/18,-1,quarter,IDC,"IDC is a leading provider of market research and advisory services for the IT, telecom, and consumer markets",3,2,,,
Technology,Cybersecurity,Network Security,Mobile Data Security,(VPN) Virtual Private Network,,,,,,Sales,Server Tier,,,,Worldwide Quarterly Security Appliance Tracker,quarter,1/1/14,12/31/23,Units,Appliance Only Unit Sales,"2014-2023. Dataset contains VPN unit sales segmented by vendor, region, product segment, server tier, price band, and product brand/model",Global,"Report contains security appliance data that can be cut by segments including vendor, product, and geography, 2014-2023",https://www.idc.com/tracker/showproductinfo.jsp?prod_id=38,12/1/18,-1,quarter,IDC,"IDC is a leading provider of market research and advisory services for the IT, telecom, and consumer markets",3,2,,,
Technology,Cybersecurity,Network Security,Mobile Data Security,(VPN) Virtual Private Network,,,,,,Sales,Server Tier,Region,,,Worldwide Quarterly Security Appliance Tracker,quarter,1/1/14,12/31/23,Units,Appliance Only Unit Sales,"2014-2023. Dataset contains VPN unit sales segmented by vendor, region, product segment, server tier, price band, and product brand/model",Global,"Report contains security appliance data that can be cut by segments including vendor, product, and geography, 2014-2023",https://www.idc.com/tracker/showproductinfo.jsp?prod_id=38,12/1/18,-1,quarter,IDC,"IDC is a leading provider of market research and advisory services for the IT, telecom, and consumer markets",3,2,,,
Technology,Cybersecurity,Network Security,Mobile Data Security,(VPN) Virtual Private Network,,,,,,Sales,Server Tier,Vendor,,,Worldwide Quarterly Security Appliance Tracker,quarter,1/1/14,12/31/23,Dollars ($),Appliance Only Revenue,"2014-2023. Dataset contains VPN revenue segmented by vendor, region, product segment, server tier, price band, and product brand/model",Global,"Report contains security appliance data that can be cut by segments including vendor, product, and geography, 2014-2023",https://www.idc.com/tracker/showproductinfo.jsp?prod_id=38,12/1/18,-1,quarter,IDC,"IDC is a leading provider of market research and advisory services for the IT, telecom, and consumer markets",3,2,,,
Technology,Cybersecurity,Network Security,Mobile Data Security,(VPN) Virtual Private Network,,,,,,Sales,Subcategory,,,,Size of the virtual private network (VPN) market worldwide by type in 2014 and 2019 (in billion U.S. dollars),year,1/1/14,12/31/19,Dollars ($),Revenue by type of VPN,2014-2019. Report has this data,Global,"Report contains size of the virtual private network (VPN) market worldwide by type, 2014-2019",https://www.statista.com/statistics/542797/worldwide-virtual-private-network-market-by-type/,10/31/15,588,irregular,Statista,Statista is an online statistics portal that aggregates and repackages market research data,2,3,,,
Technology,Cybersecurity,Network Security,Mobile Data Security,(VPN) Virtual Private Network,,,,,,Sales,Vendor,,,,Network Security & Data Center Appliance Quarterly Reports,quarter,1/1/18,12/31/19,Dollars ($),Revenue,2018-2019. Dataset likely contains quarterly VPN and SSL revenue segmented by vendor,Global,"Report is a quarterly publication covering Application Delivery Controllers, WAN Optimization Appliance, and Network Security Appliance, 2018-2019",http://www.delloro.com/products-and-services/network-security-and-data-center-appliance,5/28/19,-1,quarter,Dell'Oro Group,"Dell'Oro Group is a market research firm focused on telecommunications infrastructure, enterprise networks, and data center infrastructure",3,3,,,
Technology,Cybersecurity,Network Security,Mobile Data Security,(VPN) Virtual Private Network,,,,,,Sales,Vendor,,,,Network Security Appliances & Software Market Tracker - Regional,year,1/1/16,12/31/21,Dollars ($),Revenue,2016-2021. Dataset likely contains (VPN) virtual private network revenue segmented by vendor,Global,"This report contains network security appliances and software market tracker - regional, 2018",https://technology.ihs.com/597925/network-security-appliances-software-market-tracker-regional-q3-2018,12/10/18,-1,quarter,IHS Markit,"IHS Markit is a leading global information, data, and research provider with particular focus in Industrials, Technology, Financial Services, Energy, and Life Sciences",3,3,,,
Technology,Cybersecurity,Network Security,Mobile Data Security,(VPN) Virtual Private Network,,,,,,Sales,Vendor,,,,Threat Mitigation Products Market Database - Regional,year,1/1/16,12/31/21,Dollars ($),Revenue,2016-2021. Dataset likely contains (VPN) virtual private network revenue segmented by vendor,Global,"This report contains content security gateway appliances, software and (SaaS) software as a service market tracker, network security appliances and software market tracker, DDoS prevention appliances market tracker, 2018",https://technology.ihs.com/550587/threat-mitigation-products-market-database-regional,12/17/18,-1,quarter,IHS Markit,"IHS Markit is a leading global information, data, and research provider with particular focus in Industrials, Technology, Financial Services, Energy, and Life Sciences",3,3,,,
Technology,Cybersecurity,Network Security,Mobile Data Security,(VPN) Virtual Private Network,,,,,,Sales,Vendor,,,,"Worldwide IT Security Products Market Shares, 2017: Security Vendors Expected to Buy the Groceries and Cook the Meal",quarter,1/1/16,12/31/17,Dollars ($),Products Only Revenue,2016-2017. Dataset likely contains VPN products segmented by vendor,Global,This report contains revenue for worldwide IT security products (2017).,https://www.idc.com/getdoc.jsp?containerId=US44180618,8/1/18,4500,annual,IDC,"IDC is a leading provider of market research and advisory services for the IT, telecom, and consumer markets",3,2,,,
Technology,Cybersecurity,Network Security,Mobile Data Security,(VPN) Virtual Private Network,,,,,,Sales,Vendor,,,,"Worldwide Network Security Market Shares, 2017: Hybrid Cloud Drives UTM Growth in 2017",year,1/1/16,12/31/17,Dollars ($),Revenue,2016-2017. Dataset contains revenue for the VPN market by vendor,Global,"This report contains revenue for network security, firewall and UTM, intrusion detection and prevention, by vendor (2016-2017)",https://www.idc.com/research/viewtoc.jsp?containerId=US43491118,8/1/17,4500,annual,IDC,"IDC is a leading provider of market research and advisory services for the IT, telecom, and consumer markets",3,3,,,
Technology,Cybersecurity,Network Security,Mobile Data Security,(VPN) Virtual Private Network,,,,,,Sales,Vendor,,,,"Worldwide Network Security Market Shares, 2018: SD-WAN Fuels UTM Sales",year,1/1/17,12/31/18,Dollars ($),Revenue,2017-2018. Dataset contains worldwide Virtual Private Network market revenue segmented by vendor.,Global,"Report contains worldwide Network Security market revenue, 2017-2018",https://www.idc.com/getdoc.jsp?containerId=US44778519,5/1/19,4500,annual,IDC,"IDC is a leading provider of market research and advisory services for the IT, telecom, and consumer markets",3,3,,,
Technology,Cybersecurity,Network Security,Mobile Data Security,(VPN) Virtual Private Network,,,,,,Sales,Vendor,,,,Worldwide Quarterly Security Appliance Tracker,quarter,1/1/14,12/31/23,Units,Appliance Only Unit Sales,"2014-2023. Dataset contains VPN unit sales segmented by vendor, region, product segment, server tier, price band, and product brand/model",Global,"Report contains security appliance data that can be cut by segments including vendor, product, and geography, 2014-2023",https://www.idc.com/tracker/showproductinfo.jsp?prod_id=38,12/1/18,-1,quarter,IDC,"IDC is a leading provider of market research and advisory services for the IT, telecom, and consumer markets",3,2,,,
Technology,Cybersecurity,Network Security,Mobile Data Security,(VPN) Virtual Private Network,,,,,,Sales,Vendor,Deployment Type,,,Worldwide Semiannual Network Security Products Tracker,year,1/1/17,12/31/23,Dollars ($),Revenue,"2017-2022. Dataset likely contains the (VPN) Virtual Private Network market segmented by software/hardware, vendor, and region",Global,"Report is an excel tracker covering network security products, including software and hardware, updated semiannually",https://www.idc.com/getdoc.jsp?containerId=IDC_P38710,1/31/19,-1,semi-annual,IDC,"IDC is a leading provider of market research and advisory services for the IT, telecom, and consumer markets",3,3,,,
